Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,fips
BON SECOURS MARYVIEW MEDICAL CENTER,490017,,,N,VA,3636 HIGH STREET,PORTSMOUTH,23707,PORTSMOUTH CITY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,215,,346,346,216,Yes,51
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,,,N,VA,8260 ATLEE ROAD,MECHANICSVILLE,23116,HANOVER,,,Voluntary non-profit - Church,Acute Care Hospitals,South ,RRC,3,225,,225,225,224,Yes,51
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,,,N,VA,1500 N. 28TH STREET,RICHMOND,23223,RICHMOND CITY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,101,,104,104,100,Yes,51
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,490092,,,N,VA,100 FAIRVIEW DRIVE - PO BOX 817,FRANKLIN,23851,FRANKLIN CITY,,,Proprietary,Acute Care Hospitals,South ,SCH,2,75,,221,221,71,Yes,51
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,490097,,,N,VA,727 NORTH MAIN STREET,EMPORIA,23847,EMPORIA CITY,,,Proprietary,Acute Care Hospitals,South ,MDH,Not Available,70,,80,80,68,Yes,51
BON SECOURS SOUTHSIDE MEDICAL CENTER,490067,Bon Secours,,N,VA,200 MEDICAL PARK BOULEVARD,PETERSBURG,23805,PETERSBURG CITY,,,Proprietary,Acute Care Hospitals,South ,PPS,1,300,,300,300,343,Yes,51
BON SECOURS ST FRANCIS MEDICAL CENTER,490136,,,N,VA,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,23114,CHESTERFIELD,,,Voluntary non-profit - Church,Acute Care Hospitals,South ,PPS,4,130,,130,130,132,Yes,51
BON SECOURS ST MARYS HOSPITAL,490059,,,N,VA,5801 BREMO RD,RICHMOND,23226,RICHMOND CITY,,,Voluntary non-profit - Church,Acute Care Hospitals,South ,RRC,4,378,,391,391,361,Yes,51
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,420065,,,N,SC,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,29414,CHARLESTON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,5,175,,204,204,198,Yes,45
BONNER GENERAL HOSPITAL,131328,,,N,ID,520 NORTH THIRD AVENUE,SANDPOINT,83864,BONNER,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,25,,25,48,,Yes,16
BOONE COUNTY HEALTH CENTER,281334,,,N,NE,"P O BOX 151, 723 WEST FAIRVIEW ST",ALBION,68620,BOONE,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,5,25,,25,25,,Yes,31
BOONE COUNTY HOSPITAL,161372,,,N,IA,1015 UNION STREET,BOONE,50036,BOONE,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,5,25,,25,25,,Yes,19
BOONE HOSPITAL CENTER,260068,,,N,MO,1600 E BROADWAY,COLUMBIA,65201,BOONE,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,4,335,,394,394,333,Yes,29
BOONE HOSPITAL CENTER,26T068,,,N,MO,1600 E. BROADWAY,COLUMBIA,,Boone,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,29
BOONE MEMORIAL HOSPITAL,511313,,,N,WV,701 MADISON AVENUE,MADISON,25130,BOONE,,,Government - Local,Critical Access Hospitals,South ,CAH,1,25,,25,25,,Yes,54
BORGESS MEDICAL CENTER,230117,,,N,MI,1521 GULL ROAD,KALAMAZOO,49048,KALAMAZOO,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,4,291,,372,372,290,Yes,26
BORGESS MEDICAL CENTER,23T117,,,N,MI,1521 GULL RD,KALAMAZOO,,Kalamazoo,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,26
BOSTON CHILDREN'S HOSPITAL,223302,,,N,MA,300 LONGWOOD AVENUE,BOSTON,2115,SUFFOLK,,,Voluntary non-profit - Private,Childrens,Northeast ,,Not Available,,415,395,395,,Yes,25
BOSTON MEDICAL CENTER,220031,,,N,MA,1 BOSTON MEDICAL CENTER PLACE,BOSTON,2118,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,3,399,,185,185,366,Yes,25
BOTHWELL REGIONAL HEALTH CENTER,260009,,,N,MO,601 E 14TH ST,SEDALIA,65302,PETTIS,,,Government - Local,Acute Care Hospitals,Midwest ,SCH/RRC,3,108,,185,185,99,Yes,29
BOTHWELL REGIONAL HEALTH CENTER,26T009,,,N,MO,601 E. 14TH ST.,SEDALIA,,Pettis,,,Government,Rehabilitation hospital,Midwest ,,,,,,,,,29
BOTSFORD HOSPITAL,23T151,,,N,MI,28050 GRAND RIVER AVE,FARMINGTON HILLS,,Oakland,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,26
BOULDER CITY HOSPITAL,291309,,,N,NV,901 ADAMS BLVD,BOULDER CITY,89005,CLARK,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,25,,20,67,,Yes,32
BOULDER COMMUNITY HEALTH,060027,,,N,CO,4747 ARAPAHOE AVE,BOULDER,80303,BOULDER,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,139,,211,211,133,Yes,08
BOUNDARY COMMUNITY HOSPITAL,131301,,,N,ID,6640 KANIKSU STREET,BONNERS FERRY,83805,BOUNDARY,,,Voluntary non-profit - Other,Critical Access Hospitals,West ,CAH,Not Available,20,,14,14,,Yes,16
BOWDLE HOSPITAL - CAH,431318,,,N,SD,8001 W 5TH  POST OFFICE BOX 556,BOWDLE,57428,EDMUNDS,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,12,,12,12,,Yes,46
BOX BUTTE GENERAL HOSPITAL,281360,,,N,NE,"P O BOX 810, 2101 BOX BUTTE AVE",ALLIANCE,69301,BOX BUTTE,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,31
BOYS TOWN NATIONAL RESEARCH HOSPITAL,283300,,,N,NE,14000 BOYS TOWN HOSPITAL ROAD,BOYS TOWN,68010,DOUGLAS,,,Voluntary non-profit - Private,Childrens,Midwest ,,Not Available,,52,66,66,,No,31
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,,,N,MT,915 HIGHLAND BLVD,BOZEMAN,59715,GALLATIN,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH,4,91,,86,86,77,Yes,30
BRADLEY COUNTY MEDICAL CENTER,041327,,,N,AR,404 SOUTH BRADLEY STREET,WARREN,71671,BRADLEY,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,25,,25,35,,Yes,05
BRANDYWINE HOSPITAL,390076,Tower Health,,N,PA,201 REECEVILLE ROAD,COATESVILLE,19320,CHESTER,,,Proprietary,Acute Care Hospitals,Northeast ,PPS,Not Available,155,,156,171,146,Yes,42
BRATTLEBORO MEMORIAL HOSPITAL,470011,,,N,VT,17 BELMONT AVE,BRATTLEBORO,5301,WINDHAM,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,MDH,4,47,,104,104,44,Yes,50
BRATTLEBORO RETREAT,474001,,,N,VT,ANNA MARSH LANE PO BOX 803,BRATTLEBORO,5301,WINDHAM,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,119,149,149,,Yes,50
BRAVERA HEALTH BROOKSVILLE,100071,,,N,FL,17240 CORTEZ BLVD,BROOKSVILLE,34601,HERNANDO,,,Voluntary non-profit - Church,Acute Care Hospitals,South ,PPS,2,244,,244,244,236,Yes,12
"BRAXTON COUNTY MEMORIAL HOSPITAL, INC",511308,,,N,WV,100 HOYLMAN DRIVE,GASSAWAY,26624,BRAXTON,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,25,,25,25,,Yes,54
BRAZOSPORT MEMORIAL HOSPITAL,45T072,,,N,TX,100 MEDICAL DRIVE,LAKE JACKSON,,Brazoria,,,Non-profit,Rehabilitation hospital,South ,,,,,,,,,48
BRECKINRIDGE MEMORIAL HOSPITAL,181319,,,N,KY,1011 OLD HIGHWAY 60,HARDINSBURG,40143,BRECKINRIDGE,,,Government - Local,Critical Access Hospitals,South ,CAH,2,25,,25,25,,Yes,21
BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,254007,Universal Health Services,,N,MS,3531 EAST LAKELAND DRIVE,FLOWOOD,39232,RANKIN,,,Proprietary,Psychiatric,South ,,Not Available,,105,107,1231,,Yes,28
BRENTWOOD HOSPITAL,194020,Universal Health Services,,N,LA,1006 HIGHLAND AVENUE,SHREVEPORT,71106,CADDO,,,Proprietary,Psychiatric,South ,,Not Available,,238,260,260,,No,22
BRIDGEPORT HOSPITAL,070010,,,N,CT,267 GRANT STREET,BRIDGEPORT,6610,FAIRFIELD,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,387,,497,497,337,Yes,09
BRIDGEWAY HOSPITAL,044005,Universal Health Services,,N,AR,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,72113,PULASKI,,,Proprietary,Psychiatric,South ,,Not Available,,116,127,127,,No,05
BRIDGTON HOSPITAL,201310,,,N,ME,10 HOSPITAL DRIVE,BRIDGTON,4009,CUMBERLAND,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,1,25,,25,25,,Yes,23
BRIGHAM AND WOMEN'S HOSPITAL,220110,,,N,MA,75 FRANCIS STREET,BOSTON,2115,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,5,804,,663,663,793,Yes,25
BRIGHAM CITY COMMUNITY HOSPITAL,460017,HCA Healthcare,,N,UT,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,84302,BOX ELDER,,,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,40,,52,52,39,Yes,49
BRISTOL BAY AREA HEALTH CORPORATION,021309,,,N,AK,P O BOX 130,DILLINGHAM,99576,DILLINGHAM,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,16,,15,15,,Yes,02
BRISTOL HOSPITAL,070029,,,N,CT,41 BREWSTER RD,BRISTOL,6010,HARTFORD,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,105,,134,134,114,Yes,09
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,,,N,OK,3029 WEST MAIN STREET,JENKS,74037,TULSA,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,Not Available,49,,49,49,48,Yes,40
"BROADDUS HOSPITAL ASSOCIATION, INC",511300,,,N,WV,1 HEALTHCARE DRIVE MANSFIELD HILL,PHILIPPI,26416,BARBOUR,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,PPS,Not Available,12,,25,72,1,Yes,54
BROADLAWNS MEDICAL CENTER,160101,,,N,IA,1801 HICKMAN ROAD,DES MOINES,50314,POLK,,,Government - Local,Acute Care Hospitals,Midwest ,PPS,3,128,,200,200,107,Yes,19
BROADVIEW INC,051991,,,N,CA,4570 GRIFFIN AVENUE,LOS ANGELES,90031,,,,,Religious non-med,West ,,,,25,42,42,,,06
BRODSTONE MEMORIAL HOSPITAL,281315,Non-profit?,,N,NE,"P O BOX 187, 520 EAST 10TH ST",SUPERIOR,68978,NUCKOLLS,,,Proprietary,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,31
BROMENN REGIONAL MEDICAL CENTER,14T127,,,N,IL,BROMENN REGIONAL MEDICAL CENTE,BLOOMINGTON,,McLean,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,17
BRONSON BATTLE CREEK HOSPITAL,230075,Bronson Healthcare Group,,N,MI,300 NORTH AVENUE,BATTLE CREEK,49017,CALHOUN,,,Proprietary,Acute Care Hospitals,Midwest ,RRC,3,144,,204,204,132,Yes,26
BRONSON LAKEVIEW HOSPITAL,231332,,,N,MI,408 HAZEN STREET,PAW PAW,49079,VAN BUREN,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,5,16,,25,25,,Yes,26
BRONSON METHODIST HOSPITAL,230017,,,N,MI,601 JOHN STREET,KALAMAZOO,49007,KALAMAZOO,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,415,,380,380,415,Yes,26
BRONSON SOUTH HAVEN HOSPITAL,230085,,,N,MI,955 S BAILEY AVE,SOUTH HAVEN,49090,VAN BUREN,,,Government - Hospital District or Authority,Acute Care Hospitals,Midwest ,PPS,Not Available,49,,82,82,47,Yes,26
BRONX HEALTH SYSTEM,330009,BronxCare Health System,,N,NY,1276 FULTON AVENUE,BRONX,10456,BRONX,,,Proprietary,Acute Care Hospitals,Northeast ,PPS,2,454,,579,579,461,Yes,36
BRONX PSYCHIATRIC CENTER,334053,,,N,NY,1500 WATERS PLACE,BRONX,10461,BRONX,,,Government - State,Psychiatric,Northeast ,,Not Available,,156,412,412,,No,36
BRONX VA MEDICAL CENTER,33016F,,,N,NY,130 WEST KINGSBRIDGE ROAD,BRONX,,BRONX,,,Veterans Health Administration,Acute Care - Veterans Administration,Northeast ,,1,,,,,,Yes,36
BROOK LANE HEALTH SERVICES,214003,,,N,MD,13215  BROOK LANE DRIVE,HAGERSTOWN,21742,WASHINGTON,,,Voluntary non-profit - Private,Psychiatric,South ,,Not Available,,65,46,46,,No,24
BROOKDALE HOSPITAL MEDICAL CENTER,330233,One Brooklyn Health,,N,NY,1 BROOKDALE PLAZA,BROOKLYN,11212,KINGS,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,1,303,,1120,1120,307,Yes,36
BROOKDALE HOSPITAL MEDICAL CENTER,33T233,,,N,NY,1 BROOKDALE PLAZA,BROOKLYN,,Kings,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,36
Brooke Army Medical Center  (FT Sam Houston),45069F,,,N,TX,3551 Roger Brooke Drive,Fort Sam Houston,78234,BEXAR,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,Yes,48
BROOKE GLEN BEHAVIORAL HOSPITAL,394049,,,N,PA,7170 LAFAYETTE AVENUE,FORT WASHINGTON,19034,MONTGOMERY,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,146,146,146,,No,42
BROOKINGS HEALTH SYSTEM,430008,,,N,SD,300 22ND AVE,BROOKINGS,57006,BROOKINGS,,,Government - Local,Acute Care Hospitals,Midwest ,SCH,5,49,,49,49,45,Yes,46
BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,330056,,,N,NY,121 DEKALB AVENUE,BROOKLYN,11201,KINGS,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,2,220,,464,464,275,Yes,36
BROOKS COUNTY HOSPITAL,111332,,,N,GA,903 N COURT STREET,QUITMAN,31643,BROOKS,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,25,,25,25,,Yes,13
BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,103039,,,N,FL,3599 UNIVERSITY BLVD S,JACKSONVILLE,32216,Duval,,,Non-profit,Rehabilitation hospital,South ,,,,160,160,160,,,12
"BROOKS-TLC HOSPITAL SYSTEM, INC",330229,,,N,NY,529 CENTRAL AVENUE,DUNKIRK,14048,CHAUTAUQUA,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,SCH,2,65,,65,65,59,Yes,36
BROOKWOOD BAPTIST MEDICAL CENTER,010139,Tenet Healthcare,,N,AL,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,35209,JEFFERSON,,,Proprietary,Acute Care Hospitals,South ,PPS,2,425,,595,595,437,Yes,01
BROOMFIELD HOSPITAL,06T129,,,N,CO,11820 DESTINATION DRIVE,BROOMFIELD,,Jefferson,,,For profit,Rehabilitation hospital,West ,,,,,,,,,08
BROUGHTON HOSPITAL,344025,,,N,NC,1000 S STERLING STREET,MORGANTON,28655,BURKE,,,Government - State,Psychiatric,South ,,Not Available,,431,737,737,,No,37
BROWARD HEALTH CORAL SPRINGS,100276,,,N,FL,3000 CORAL HILLS DR,CORAL SPRINGS,33065,BROWARD,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,3,224,,200,200,201,Yes,12
BROWARD HEALTH IMPERIAL POINT,100200,,,N,FL,6401 N FEDERAL HWY,FORT LAUDERDALE,33308,BROWARD,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,3,157,,204,204,117,No,12
BROWARD HEALTH MEDICAL CENTER,100039,,,N,FL,1600 S ANDREWS AVE,FORT LAUDERDALE,33316,BROWARD,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,PPS,1,572,,723,723,541,Yes,12
BROWARD HEALTH NORTH,100086,,,N,FL,201 E SAMPLE RD,POMPANO BEACH,33064,BROWARD,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,RRC,2,304,,409,409,274,Yes,12
BROWARD HEALTH NORTH-INPATIENT REHABILITATION UNIT,10T086,,,N,FL,201 EAST SAMPLE ROAD,DEERFIELD BEACH,,Broward,,,Government,Rehabilitation hospital,South ,,,,,,,,,12
BROWN COUNTY COMMUNITY TREATMENT CTR,524014,,,N,WI,3150 GERSHWIN DRIVE,GREEN BAY,54311,BROWN,,,Government - Local,Psychiatric,Midwest ,,Not Available,,16,88,88,,No,55
BROWN COUNTY HOSPITAL,281325,,,N,NE,945 EAST ZERO ST,AINSWORTH,69210,BROWN,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,23,,25,25,,Yes,31
BROWNFIELD REGIONAL MEDICAL CENTER,450399,,,N,TX,705 EAST FELT STREET,BROWNFIELD,79316,TERRY,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,Not Available,26,,48,48,24,Yes,48
"BRUNSWICK HOSPITAL CENTER, INC.",334026,,,N,NY,81 LOUDEN AVE,AMITYVILLE,11701,SUFFOLK,,,Proprietary,Psychiatric,Northeast ,,Not Available,,146,124,124,,No,36
BRYAN MEDICAL CENTER,280003,,,N,NE,1600 SOUTH 48TH ST,LINCOLN,68506,LANCASTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,534,,503,630,511,Yes,31
BRYAN MEDICAL CENTER,28T003,,,N,NE,2300 SOUTH 16TH STREET,LINCOLN,,Lancaster,,,Non-profit,Rehabilitation hospital,Midwest ,,,,,,,,,31
BRYANT T. ALDRIDGE REHABILITATION CENTER,34T147,,,N,NC,2400 MEDPARK DRIVE,ROCKY MOUNT,,Nash,,,Government,Rehabilitation hospital,South ,,,,,,,,,37
BRYCE HOSPITAL,014007,,,N,AL,200 UNIVERSITY BLVD,TUSCALOOSA,35401,TUSCALOOSA,,,Government - State,Psychiatric,South ,,Not Available,,98,96,268,,No,01
BRYLIN HOSP,334022,BryLin Behavioral Health System,,N,NY,1263 DELAWARE AVE,BUFFALO,14209,ERIE,,,Proprietary,Psychiatric,Northeast ,,Not Available,,88,88,88,,No,36
BRYN MAWR HOSPITAL,390139,,,N,PA,130 SOUTH BRYN MAWR AVE,BRYN MAWR,19010,MONTGOMERY,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,5,248,,222,320,253,Yes,42
BRYN MAWR REHABILITATION HOSPITAL,393025,Main Line Health,,N,PA,414 PAOLI PIKE,MALVERN,19355,Chester,,,Non-profit,Rehabilitation hospital,Northeast ,,,,148,148,148,,,42
BRYNN MARR HOSP,344016,,,N,NC,192 VILLAGE DRIVE,JACKSONVILLE,28540,ONSLOW,,,Government - Federal,Psychiatric,South ,,Not Available,,84,88,88,,Yes,37
BUCHANAN COUNTY HEALTH CENTER,161335,,,N,IA,1600 FIRST ST EAST,INDEPENDENCE,50644,BUCHANAN,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,19
BUCHANAN GENERAL HOSPITAL,490127,,,N,VA,1535 SLATE CREEK ROAD,GRUNDY,24614,BUCHANAN,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH,3,49,,134,134,46,Yes,51
BUCKTAIL MEDICAL CENTER,391304,,,N,PA,1001 PINE STREET,RENOVO,17764,CLINTON,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,Not Available,16,,16,16,,Yes,42
BUCYRUS COMMUNITY HOSPITAL,361316,,,N,OH,629 NORTH SANDUSKY AVENUE,BUCYRUS,44820,CRAWFORD,,,Voluntary non-profit - Other,Critical Access Hospitals,Midwest ,CAH,1,25,,15,15,,Yes,39
BUENA VISTA REGIONAL MEDICAL CENTER,161375,,,N,IA,1525 WEST 5TH STREET,STORM LAKE,50588,BUENA VISTA,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,35,,Yes,19
BUFFALO HOSPITAL,240076,,,N,MN,303 CATLIN STREET,BUFFALO,55313,WRIGHT,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,5,41,,65,65,41,No,27
BUFFALO MERCY REHABILITATION UNIT,33T279,,,N,NY,565 ABBOTT ROAD,BUFFALO,,Erie,,,Non-profit,Rehabilitation hospital,Northeast ,,,,,,,,,36
BUFFALO PSYCHIATRIC CENTER,334052,,,N,NY,400 FOREST AVE,BUFFALO,14213,ERIE,,,Government - State,Psychiatric,Northeast ,,Not Available,,159,260,260,,No,36
BULLOCK COUNTY HOSPITAL,010110,"Professional Resources Management, Inc",,N,AL,102 WEST CONECUH AVENUE,UNION SPRINGS,36089,BULLOCK,,,Proprietary,Acute Care Hospitals,South ,SCH,Not Available,25,,61,61,25,Yes,01
BUNKIE GENERAL HOSPITAL,191311,,,N,LA,427 EVERGREEN STREET,BUNKIE,71322,AVOYELLES,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,25,,24,24,,Yes,22
BURGESS HEALTH CENTER,161359,,,N,IA,1600 DIAMOND STREET,ONAWA,51040,MONONA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,19
BURKE MEDICAL CENTER,110113,Burke Hospital Company LLC,,N,GA,351 SOUTH LIBERTY STREET,WAYNESBORO,30830,BURKE,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,40,,40,40,38,Yes,13
BURNETT MEDICAL CENTER,521331,,,N,WI,257 W ST GEORGE AVE,GRANTSBURG,54840,BURNETT,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,55
BUTLER COUNTY HEALTH CARE CENTER,281332,,,N,NE,372 SOUTH 9TH STREET,DAVID CITY,68632,BUTLER,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,20,,20,20,,Yes,31
BUTLER HOSPITAL,414000,,,N,RI,345 BLACKSTONE BLVD,PROVIDENCE,2906,PROVIDENCE,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,143,143,143,,No,44
BUTLER MEMORIAL HOSPITAL,390168,,,N,PA,ONE HOSPITAL WAY,BUTLER,16001,BUTLER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,3,256,,266,294,243,Yes,42
BYRD REGIONAL HOSPITAL,190164,Allegiance Health Management ,,N,LA,1020 FERTITTA BLVD,LEESVILLE,71446,VERNON,,,Proprietary,Acute Care Hospitals,South ,MDH,4,49,,49,49,44,Yes,22
BYRD REGIONAL HOSPITAL,19T164,Allegiance Health Management ,,N,LA,1020 FERTITTA BLVD,LEESVILLE,,Vernon,,,For profit,Rehabilitation hospital,South ,,,,,,,,,22
CA  PACIFIC MEDICAL CTR PACIFIC CAMPUS,05T047,,,N,CA,2333 BUCHANAN STREET,SAN FRANCISCO,,San Francisco,,,Non-profit,Rehabilitation hospital,West ,,,,,,,,,06
"CABELL HUNTINGTON HOSPITAL, INC",510055,,,N,WV,1340 HAL GREER BOULEVARD,HUNTINGTON,25701,CABELL,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,330,,322,322,314,Yes,54
CABINET PEAKS MEDICAL CENTER,271320,,,N,MT,209 HEALTH PARK DR,LIBBY,59923,LINCOLN,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,25,,25,25,,Yes,30
CACHE VALLEY HOSPITAL,460054,HCA Healthcare,,N,UT,2380 NORTH 400 EAST,NORTH LOGAN,84341,CACHE,,,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,28,,28,28,27,Yes,49
CALAIS COMMUNITY HOSPITAL,201305,,,N,ME,24 HOSPITAL LANE,CALAIS,4619,WASHINGTON,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,Not Available,25,,25,25,,Yes,23
CALDWELL MEDICAL CENTER,181322,,,N,KY,100 MEDICAL CENTER DRIVE,PRINCETON,42445,CALDWELL,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,25,,25,25,,Yes,21
CALDWELL MEMORIAL HOSPITAL,340041,,,N,NC,321 MULBERRY ST SW,LENOIR,28645,CALDWELL,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,3,137,,110,110,105,Yes,37
CALDWELL MEMORIAL HOSPITAL,19T190,UNC Health,,N,LA,P.O. BOX 899,COLUMBIA,,Caldwell,,,For profit,Rehabilitation hospital,South ,,,,,,,,,22
"CALDWELL MEMORIAL HOSPITAL, INC",190190,,,N,LA,411 MAIN STREET,COLUMBIA,71418,CALDWELL,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,33,,32,32,37,No,22
CALDWELL REGIONAL MEDICAL CENTER,171329,,,N,KS,761 W 175TH ST S,CALDWELL,67022,SUMNER,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,25,,25,25,,Yes,20
CALHOUN-LIBERTY HOSPITAL,101304,,,N,FL,20370 NE BURNS AVE,BLOUNTSTOWN,32424,CALHOUN,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,10,,25,25,,Yes,12
CALIFORNIA HOSPITAL MEDICAL CENTER LA,050149,,,N,CA,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,LOS ANGELES,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,RRC,4,318,,290,309,314,Yes,06
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,050055,,,N,CA,3555 CESAR CHAVEZ,SAN FRANCISCO,94110,SAN FRANCISCO,,,Voluntary non-profit - Church,Acute Care Hospitals,West ,PPS,5,120,,120,120,123,Yes,06
CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,050047,,,N,CA,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,SAN FRANCISCO,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,274,,480,608,456,Yes,06
CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,050008,,,N,CA,601 DUBOCE AVENUE,SAN FRANCISCO,94117,SAN FRANCISCO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,PPS,3,105,,125,153,134,No,06
CALIFORNIA PACIFIC REGIONAL REHABILITATION CENTER,05T008,Sutter Health,,N,CA,P O BOX 7999,SAN FRANCISCO,,San Francisco,,,Non-profit,Rehabilitation hospital,West ,,,,,,,,,06
